DatasetID,CommitId,tentative_type,status,hub,renamed_to,evidence_file
electricsheepafrica/Age-Standardized-Prevalence-Of-Obesity-Among-Adults-for-African-Countries,8a3743a74510b26e3afdb213274bcc29ce5a2dcb,normalize/standardize/encode,archived,reachable (HTTP 200),,electricsheepafrica__Age-Standardized-Prevalence-Of-Obesity-Among-Adults-for-African-Countries__8a3743a745.txt
electricsheepafrica/Age-Standardized-Prevalence-Of-Tobacco-Use-Among-for-African-Countries,c49666269fe908fb5f4994005e47acaa42ac9318,normalize/standardize/encode,archived,reachable (HTTP 200),,electricsheepafrica__Age-Standardized-Prevalence-Of-Tobacco-Use-Among-for-African-Countries__c49666269f.txt
electricsheepafrica/Agestandardized-Prevalence-Of-Hypertension-Among-for-African-Countries,bcc32d1800bebb58850fa54ccbc798f907f13023,normalize/standardize/encode,archived,reachable (HTTP 200),,electricsheepafrica__Agestandardized-Prevalence-Of-Hypertension-Among-for-African-Countries__bcc32d1800.txt
electricsheepafrica/Agestandardized-Prevalence-Of-Obesity-Among-Adults-for-African-Countries,fd71351d6a8e41fb88bdc532ac547d294e765edc,normalize/standardize/encode,archived,reachable (HTTP 200),,electricsheepafrica__Agestandardized-Prevalence-Of-Obesity-Among-Adults-for-African-Countries__fd71351d6a.txt
electricsheepafrica/Agestandardized-Prevalence-Of-Tobacco-Use-Among-for-African-Countries,725e2f1bcfc647d35454f25d048b18e2c99bba29,normalize/standardize/encode,archived,reachable (HTTP 200),,electricsheepafrica__Agestandardized-Prevalence-Of-Tobacco-Use-Among-for-African-Countries__725e2f1bcf.txt
Nitin12032004/Jobs_Dataset,1be1930daf4338bc143b425b5421f376ae679997,merge,archived,reachable (HTTP 200),,Nitin12032004__Jobs_Dataset__1be1930daf.txt
electricsheepafrica/age-standardized-ncd-mortality-rateby-sex-for-african-countries,2592bedef35b72fb957f45191215879302902c42,normalize/standardize/encode,archived,reachable (HTTP 200),,electricsheepafrica__age-standardized-ncd-mortality-rateby-sex-for-african-countries__2592bedef3.txt
electricsheepafrica/age-standardized-suicide-ratesby-sex-for-african-countries,dd25dbc6ec328ee3da0cceeae47084986ecbb909,normalize/standardize/encode,archived,reachable (HTTP 200),,electricsheepafrica__age-standardized-suicide-ratesby-sex-for-african-countries__dd25dbc6ec.txt
caiyan123/merged_other_task,da4182a6e0341ae7d59e4d271a27adfa848c7936,merge,archived,reachable (HTTP 200),,caiyan123__merged_other_task__da4182a6e0.txt
caiyan123/merged_other_task,bfe1beee6ece7dba267fb8090a58d90b6b20bc80,merge,archived,reachable (HTTP 200),,caiyan123__merged_other_task__bfe1beee6e.txt
cisosdm/SatBirdxsPlotOpen,c85af941aa40e1cecc7e24c2ea4308ea20a27f04,cleaning,archived,reachable (HTTP 200),,cisosdm__SatBirdxsPlotOpen__c85af941aa.txt
raniaaara/rose-dataset-with-acu,562276570ac838fe6c4940f5f904342fe231591f,column/field add-remove,archived,reachable (HTTP 200),,raniaaara__rose-dataset-with-acu__562276570a.txt
Sadaftb/clinical-nlp-dataset-raw,d77c4eef0f8354bea58da183e8c68b2aa3514c54,cleaning,archived,reachable (HTTP 200),,Sadaftb__clinical-nlp-dataset-raw__d77c4eef0f.txt
atul10/arm_o0_phi4_multi_full_14_all_splits,79caf4a24ea9bc3e141a8e5d04c0998f30396e01,rename/split-standardization,archived,reachable (HTTP 200),,atul10__arm_o0_phi4_multi_full_14_all_splits__79caf4a24e.txt
raniaaara/rose_evaluation_result_detailed,0f605de5d3a1715cd493936b77bd81376a789225,normalize/standardize/encode,archived,reachable (HTTP 200),,raniaaara__rose_evaluation_result_detailed__0f605de5d3.txt
SanatRao/cleaned_scaled_fire_data.csv,ef93461c9e0c5229f96e8c4180d34b998f728bd1,cleaning,archived,reachable (HTTP 200),,SanatRao__cleaned_scaled_fire_data.csv__ef93461c9e.txt
ContributorsSIGNAL/SIGNAL,4c28456caa02bf5d3c29ebc3981bdf9c76b43974,column/field add-remove,archived,reachable (HTTP 200),,ContributorsSIGNAL__SIGNAL__4c28456caa.txt
sumitraadrian/dataset-sentimen-tambah,4af8dfbfcee7c0e6780301af55100e7773e62e25,rename/split-standardization,archived,reachable (HTTP 200),,sumitraadrian__dataset-sentimen-tambah__4af8dfbfce.txt
sumitraadrian/dataset-sentimen-tambah,765f7fbeaeb7c84b006df7b5993406c1a1f28138,rename/split-standardization,archived,reachable (HTTP 200),,sumitraadrian__dataset-sentimen-tambah__765f7fbeae.txt
sumitraadrian/dataset-sentimen-tambah,1f89cc3e2963eb9f2ba16b8e47c8569d7d689cd7,rename/split-standardization,archived,reachable (HTTP 200),,sumitraadrian__dataset-sentimen-tambah__1f89cc3e29.txt
sumitraadrian/dataset-sentimen-tambah,e07a368f026c8bf8d21713ae9c0d667a5d038e73,rename/split-standardization,archived,reachable (HTTP 200),,sumitraadrian__dataset-sentimen-tambah__e07a368f02.txt
sumitraadrian/dataset-sentimen-tambah,9bd7e2694a8f5e59e5f79b98abd65cc115523ca9,rename/split-standardization,archived,reachable (HTTP 200),,sumitraadrian__dataset-sentimen-tambah__9bd7e2694a.txt
sumitraadrian/dataset-sentimen-tambah,3b70278fc544f026d68f2597694a2fccafec864a,rename/split-standardization,archived,reachable (HTTP 200),,sumitraadrian__dataset-sentimen-tambah__3b70278fc5.txt
fdemelo/ipa-childes-split,a13fed8856f41b63e899535d5adc5b9e9699f217,cleaning,archived,reachable (HTTP 200),,fdemelo__ipa-childes-split__a13fed8856.txt
aspisov/dataset,7a0562f5dee8ccce3fdcae418e301fcfdb7702de,deduplication,archived,reachable (HTTP 200),,aspisov__dataset__7a0562f5de.txt
SageLabUHN/DT_Lung_Demo_Data,5273d996344f4c5ca1a2de1a05e56419cc43175f,column/field add-remove,commit-unreachable,reachable (HTTP 200),,SageLabUHN__DT_Lung_Demo_Data__5273d99634.txt
science-of-finetuning/diffing-stats-gemma-2-2b-it-Meditron3-L16-k100-lr1e-04-local-shuffling-CCLoss,fad91388c65a583805cf0ffa0470bea580f3069d,column/field add-remove,archived,reachable (HTTP 200),,science-of-finetuning__diffing-stats-gemma-2-2b-it-Meditron3-L16-k100-lr1e-04-local-shuffling-CCLoss__fad91388c6.txt
science-of-finetuning/diffing-stats-gemma-2-2b-it-Meditron3-L16-mu3.8e-02-lr1e-04-local-shuffling-CCLoss,680677e9d89e54d47d26ae76c3165f9bbfc13185,column/field add-remove,archived,reachable (HTTP 200),,science-of-finetuning__diffing-stats-gemma-2-2b-it-Meditron3-L16-mu3.8e-02-lr1e-04-local-shuffling-CCLoss__680677e9d8.txt
science-of-finetuning/diffing-stats-R1dist-Qwen-1.5B-Nemotron-L16-mu3.6e-02-lr1e-04-local-shuffling-CCLoss,69eeb55fcf1775a890d773c3a39ddfdbea7e14b1,column/field add-remove,archived,reachable (HTTP 200),,science-of-finetuning__diffing-stats-R1dist-Qwen-1.5B-Nemotron-L16-mu3.6e-02-lr1e-04-local-shuffling-CCLoss__69eeb55fcf.txt
science-of-finetuning/diffing-stats-R1dist-Qwen-1.5B-Nemotron-L16-k100-lr1e-04-local-shuffling-CCLoss,197357f0a87b1a80259a9b4bb4c6ab3f6d5dd617,column/field add-remove,archived,reachable (HTTP 200),,science-of-finetuning__diffing-stats-R1dist-Qwen-1.5B-Nemotron-L16-k100-lr1e-04-local-shuffling-CCLoss__197357f0a8.txt
KeshavBanka/Cocvid,54b1a9a1a50d4f0b7deecf457c78e28a4685e7e2,cleaning,archived,reachable (HTTP 200),,KeshavBanka__Cocvid__54b1a9a1a5.txt
Textovic/hh_vacancy,1f73a3a0392942a6970eb8b76a87b23d2535c7ab,cleaning,archived,reachable (HTTP 200),,Textovic__hh_vacancy__1f73a3a039.txt
